Publication number,Family ID,Owner,title,Patenting date,Patent status,Impact score,Google link
US-20140106576-A1,47356858,Adeka Corp,"Inorganic polysilazane, silica film-forming coating liquid containing same, and method for forming silica film",6/13/2011,Abandoned,0.610837742,https://patents.google.com/patent/US20140106576A1
US-20140110638-A1,47424087,Fujifilm Corp,"Conductive film, method for manufacturing the same, and touch panel",6/30/2011,Abandoned,0.64466258,https://patents.google.com/patent/US20140110638A1
US-20140110763-A1,50484570,Samsung Electronics Co Ltd,Nano resonance apparatus and method,10/24/2012,Granted,0.384168693,https://patents.google.com/patent/US20140110763A1
US-20140110764-A1,50484571,Intermolecular Inc,,10/19/2012,Abandoned,0.55375675,https://patents.google.com/patent/US20140110764A1
US-20140113020-A1,46968761,Hoya Corp,Mold manufacturing mask blanks and method of manufacturing mold,4/6/2011,Abandoned,0.629039023,https://patents.google.com/patent/US20140113020A1
US-20140113234-A1,50485639,Canon Inc,"Lithography apparatus, and method of manufacturing an article",10/22/2012,Abandoned,0.521243445,https://patents.google.com/patent/US20140113234A1
US-20140120027-A1,47422732,Kuraray Co Ltd,"Conductive film formation method, conductive film, insulation method, and insulation film",6/24/2011,Abandoned,0.676769755,https://patents.google.com/patent/US20140120027A1
US-20140120029-A1,50547429,Odysseus Technologies Inc,Trekking atom nanotube growth,10/29/2012,Granted,0.423216781,https://patents.google.com/patent/US20140120029A1
US-20140120030-A1,50547430,Korea Advanced Institute Of Science And Technology Kaist,Carbon materials based on organic nanofilm using thermal evaporation and method for preparing the same,10/29/2012,Granted,0.743246088,https://patents.google.com/patent/US20140120030A1
US-20140120419-A1,50547534,Applied Materials Inc,,10/26/2012,Abandoned,0.489831036,https://patents.google.com/patent/US20140120419A1
US-20140124737-A1,50621510,University Of California,Carbon nanotube network thin-film transistors on flexible/stretchable substrates,11/2/2012,Granted,0.582517587,https://patents.google.com/patent/US20140124737A1
US-20140127411-A1,47668373,Ihi Corp,Fabrication method for metal-supported nano-graphite,8/9/2011,Abandoned,0.412688187,https://patents.google.com/patent/US20140127411A1
US-20140127415-A1,46516494,Linde Ag,Method for manufacturing diamond,4/5/2012,Granted,0.562608989,https://patents.google.com/patent/US20140127415A1
US-20140127490-A1,46969801,Carnegie Mellon University,"Carbon nanotube aerogels, composites including the same, and devices formed therefrom",4/4/2011,Granted,0.95686067,https://patents.google.com/patent/US20140127490A1
US-20140127628-A1,50622678,D2S Inc,Method and system for improving critical dimension uniformity using shaped beam lithography,11/2/2012,Granted,0.605496719,https://patents.google.com/patent/US20140127628A1
US-20140127630-A1,47422172,Emd Performance Materials Corp,Silicon oxynitride film formation method and substrate equipped with silicon oxynitride film formed thereby,6/22/2011,Abandoned,0.54937129,https://patents.google.com/patent/US20140127630A1
US-20140130871-A1,47601242,Asahi Glass Co Ltd,Photoelectric conversion element and manufacturing method thereof,7/28/2011,Abandoned,0.632449864,https://patents.google.com/patent/US20140130871A1
US-20140131589-A1,50680797,Advantest Corp,Electron beam exposure apparatus and method,11/9/2012,Abandoned,0.441209332,https://patents.google.com/patent/US20140131589A1
US-20140131757-A1,50680882,Ritedia Corp,Heat conducting composite material and light-emitting diode having the same,11/12/2012,Granted,0.912408034,https://patents.google.com/patent/US20140131757A1
US-20140131912-A1,47108067,University Of Akron,Suppression of dewetting of polymer films via inexpensive soft lithograpy,5/4/2011,Abandoned,0.296494327,https://patents.google.com/patent/US20140131912A1
US-20140134352-A1,50681953,National Institute Of Aerospace Associates,Amorphous carbon-boron nitride nanotube hybrids,11/15/2012,Granted,0.363282538,https://patents.google.com/patent/US20140134352A1
US-20140137400-A1,50625695,Quan An Resource Co Ltd,"Method of producing silicon material, anode material and method of producing anode electrode of lithium-ion battery",11/16/2012,Abandoned,0.498169514,https://patents.google.com/patent/US20140137400A1
US-20140138251-A1,50726894,National Chung Hsing University,Method for electrodepositing copper nanoparticles,11/22/2012,Granted,0.351423343,https://patents.google.com/patent/US20140138251A1
US-20140138875-A1,47668176,Canon Inc,Imprint apparatus and article manufacturing method,8/11/2011,Granted,0.717187192,https://patents.google.com/patent/US20140138875A1
US-20140140918-A1,47177612,Qd Vision Inc,Method for preparing semiconductor nanocrystals,5/16/2011,Granted,0.498430063,https://patents.google.com/patent/US20140140918A1
US-20140151219-A1,50824379,King Fahd University Of Petroleum And Minerals,Silver electrode coated with carbon nanotubes,12/4/2012,Abandoned,0.384123461,https://patents.google.com/patent/US20140151219A1
US-20140154402-A1,43733884,Commissariat A Lenergie Atomique Et Aux Energies Alternatives,Production of polycrystalline silicon by natural sintering for photovoltaic applications,10/15/2010,Abandoned,0.562110072,https://patents.google.com/patent/US20140154402A1
US-20140154510-A1,47505730,Panasonic Corp,Film structure and method for producing same,7/11/2011,Abandoned,0.425052308,https://patents.google.com/patent/US20140154510A1
US-20140161148-A1,50880934,Stc Unm,Light-emitting device having photon-lifetime modulation,12/7/2012,Granted,0.532846143,https://patents.google.com/patent/US20140161148A1
US-20140161550-A1,50881117,National Tsing Hua University Nthu,Micro-drill and method for manufacturing the same,12/11/2012,Abandoned,0.419550548,https://patents.google.com/patent/US20140161550A1
US-20140161708-A1,46545816,Rockfuel Innovations Ltd,Carbon dioxide production,7/21/2011,Abandoned,0.47399378,https://patents.google.com/patent/US20140161708A1
US-20140161712-A1,50881157,National Tsing Hua University Nthu,Low-temperature method and system of manufacturing spheroidal graphite,12/10/2012,Abandoned,0.444572973,https://patents.google.com/patent/US20140161712A1
US-20140162136-A1,50881272,Electronics And Telecommunications Research Institute,Method of forming lithium-aluminum-titanium phosphate,12/12/2012,Abandoned,0.415437825,https://patents.google.com/patent/US20140162136A1
US-20140170317-A1,50931209,Bluestone Global Technology Ltd,,12/17/2012,Abandoned,0.668156813,https://patents.google.com/patent/US20140170317A1
US-20140178713-A1,50974980,Hgst Netherlands Bv,Magnetic read sensor with dual layer insulation,12/21/2012,Abandoned,0.478814934,https://patents.google.com/patent/US20140178713A1
US-20140183158-A1,50987876,Tianjin Funa Yuanchuang Tech Co Ltd,Method for improving anisotropy of carbon nanotube film and method for making touch panel,12/28/2012,Abandoned,0.505046992,https://patents.google.com/patent/US20140183158A1
US-20140183415-A1,51016071,Cheil Industries Inc,Graphene-based composite and method of preparing the same,12/31/2012,Abandoned,0.967519014,https://patents.google.com/patent/US20140183415A1
US-20140183736-A1,46798558,Columbia University Of New York,Graphene electrodes for electronic devices,3/10/2011,Granted,0.705410962,https://patents.google.com/patent/US20140183736A1
US-20140184250-A1,50992703,Tsinghua University,Method for measuring electric potential difference,12/28/2012,Granted,0.3339757,https://patents.google.com/patent/US20140184250A1
US-20140193323-A1,48192385,Cheil Industries Inc,Double wall carbon nanotubes and method for manufacturing same,11/4/2011,Abandoned,0.395021288,https://patents.google.com/patent/US20140193323A1
US-20140193574-A1,51061154,National Tsing Hua University Nthu,Graphene manufacturing system and the method thereof,1/10/2013,Abandoned,0.335083344,https://patents.google.com/patent/US20140193574A1
US-20140193985-A1,51061276,Pioneer Material Precision Tech Co Ltd,,1/10/2013,Abandoned,0.421824647,https://patents.google.com/patent/US20140193985A1
US-20140197020-A1,47356533,Fujian Longyan Longneng Flyash Comprehensive Utilization Coltd,,6/13/2011,Abandoned,0.393365765,https://patents.google.com/patent/US20140197020A1
US-20140197405-A1,51164507,Nano And Advanced Materials Institute Ltd,Rfid tags based on self-assembly nanoparticles,1/11/2013,Granted,0.400119604,https://patents.google.com/patent/US20140197405A1
US-20140199798-A1,48167500,Hamamatsu Photonics Kk,Quantum cascade laser manufacturing method,10/28/2011,Granted,0.427222886,https://patents.google.com/patent/US20140199798A1
US-20140199842-A1,51165468,Applied Materials Inc,,1/11/2013,Abandoned,0.414299827,https://patents.google.com/patent/US20140199842A1
US-20140203218-A1,47995527,Showa Denko Kk,Production method of positive electrode active material for lithium secondary battery,9/30/2011,Granted,0.578400713,https://patents.google.com/patent/US20140203218A1
US-20140205532-A1,48140990,Showa Denko Kk,Method for producing electrode material for lithium ion batteries,10/21/2011,Granted,0.570315068,https://patents.google.com/patent/US20140205532A1
US-20140205763-A1,51207899,Nutech Ventures Inc,Growth of graphene films and graphene patterns,1/22/2013,Abandoned,0.89175221,https://patents.google.com/patent/US20140205763A1
US-20140209014-A1,51221549,National Chiao Tung University,Method of growing diamond thin film,1/25/2013,Granted,0.630017085,https://patents.google.com/patent/US20140209014A1
US-20140210134-A1,47995291,Fujifilm Corp,"Nanoimprinting apparatus, nanoimprinting method, distortion imparting device and distortion imparting method",9/28/2011,Abandoned,0.485399579,https://patents.google.com/patent/US20140210134A1
US-20140212671-A1,47506563,University Of North Texas,Direct growth of graphene by molecular beam epitaxy for the formation of graphene heterostructures,7/14/2011,Abandoned,0.470850034,https://patents.google.com/patent/US20140212671A1
US-20140212794-A1,48469871,Asahi Glass Co Ltd,Reflective mask blank for euv lithography and process for its production,11/25/2011,Granted,0.591069816,https://patents.google.com/patent/US20140212794A1
US-20140213044-A1,47148858,Helmholtz Zentrum Berlin Fuer Materialien Und Energie Gmbh,Method for producing periodic crystalline silicon nanostructures,8/25/2011,Abandoned,0.333935378,https://patents.google.com/patent/US20140213044A1
US-20140216586-A1,47882907,Toyo Tanso Co Ltd,Powder processing apparatus and powder processing method,9/12/2011,Abandoned,0.28813576,https://patents.google.com/patent/US20140216586A1
US-20140216919-A1,51258375,Seoul National University R And Db Foundation,,2/5/2013,Abandoned,0.592078586,https://patents.google.com/patent/US20140216919A1
US-20140218842-A1,49968481,Apaq Technology Co Ltd,Capacitor cathode foil structure and manufacturing method thereof,2/6/2013,Abandoned,0.500192332,https://patents.google.com/patent/US20140218842A1
US-20140220258-A1,51259432,Seoul National University R And Db Foundation,,2/5/2013,Abandoned,0.539862574,https://patents.google.com/patent/US20140220258A1
US-20140220771-A1,51259561,National Tsing Hua University Nthu,,2/5/2013,Abandoned,0.425054742,https://patents.google.com/patent/US20140220771A1
US-20140224315-A1,49916222,Global Frontier Center For Multiscale Energy Systems,Optical device using 3-dimensional nanoparticle structure,7/13/2012,Abandoned,0.687621427,https://patents.google.com/patent/US20140224315A1
US-20140225030-A1,51296857,Dow Silicones Corp,Method of controlling the crystallinity of a silicon powder,8/14/2012,Abandoned,0.484702025,https://patents.google.com/patent/US20140225030A1
US-20140233297-A1,47996104,Siingapore National University Of,Graphene ferroelectric device and opto-electronic control of graphene ferroelectric memory device,9/29/2011,Abandoned,0.765921002,https://patents.google.com/patent/US20140233297A1
US-20140234722-A1,47756466,Tohoku University Nuc,,8/31/2011,Abandoned,0.862955469,https://patents.google.com/patent/US20140234722A1
US-20140240710-A1,47629334,Japan Science And Technology Agency,Pump probe measuring device,8/2/2011,Granted,0.650009853,https://patents.google.com/patent/US20140240710A1
US-20140246399-A1,48191950,Jx Nippon Mining And Metals Corp,"Copper foil for producing graphene, production method thereof and method of producing graphene",11/4/2011,Abandoned,0.593150426,https://patents.google.com/patent/US20140246399A1
US-20140248195-A1,48613288,Combat Critical Care,Handheld portable oxygen generator for use in extreme environments,12/15/2011,Granted,0.669260852,https://patents.google.com/patent/US20140248195A1
US-20140248216-A1,45770898,California Institute Of Technology ,Drug delivery by carbon nanotube arrays,9/2/2010,Abandoned,0.431861732,https://patents.google.com/patent/US20140248216A1
US-20140248531-A1,51421082,Imra America Inc,Negative electrode active material for energy storage devices and method for making the same,3/1/2013,Abandoned,0.898255755,https://patents.google.com/patent/US20140248531A1
US-20140255701-A1,51488167,National Tsing Hua University Nthu,,3/8/2013,Abandoned,0.426633142,https://patents.google.com/patent/US20140255701A1
US-20140261999-A1,50721866,Lockheed Martin Corp,,3/15/2013,Abandoned,0.615025746,https://patents.google.com/patent/US20140261999A1
